match_id,slot,player,hero_id,hero_name,side,hero_attack,hero_attribute,team,lane,farmer,lane_type,opponent_lane_type,lh_minute_1,lh_minute_2,lh_minute_3,lh_minute_4,lh_minute_5,lh_minute_6,lh_minute_7,lh_minute_8,lh_minute_9,lh_minute_10,lh_minute_11,lh_minute_12,lh_minute_13,lh_minute_14,lh_minute_15,denies_minute_1,denies_minute_2,denies_minute_3,denies_minute_4,denies_minute_5,denies_minute_6,denies_minute_7,denies_minute_8,denies_minute_9,denies_minute_10,denies_minute_11,denies_minute_12,denies_minute_13,denies_minute_14,denies_minute_15,level_minute_1,level_minute_2,level_minute_3,level_minute_4,level_minute_5,level_minute_6,level_minute_7,level_minute_8,level_minute_9,level_minute_10,level_minute_11,level_minute_12,level_minute_13,level_minute_14,level_minute_15,kill_minute_1,kill_minute_2,kill_minute_3,kill_minute_4,kill_minute_5,kill_minute_6,kill_minute_7,kill_minute_8,kill_minute_9,kill_minute_10,kill_minute_11,kill_minute_12,kill_minute_13,kill_minute_14,kill_minute_15,death_minute_1,death_minute_2,death_minute_3,death_minute_4,death_minute_5,death_minute_6,death_minute_7,death_minute_8,death_minute_9,death_minute_10,death_minute_11,death_minute_12,death_minute_13,death_minute_14,death_minute_15,assist_minute_1,assist_minute_2,assist_minute_3,assist_minute_4,assist_minute_5,assist_minute_6,assist_minute_7,assist_minute_8,assist_minute_9,assist_minute_10,assist_minute_11,assist_minute_12,assist_minute_13,assist_minute_14,assist_minute_15,neutral_gold_minute_1,neutral_gold_minute_2,neutral_gold_minute_3,neutral_gold_minute_4,neutral_gold_minute_5,neutral_gold_minute_6,neutral_gold_minute_7,neutral_gold_minute_8,neutral_gold_minute_9,neutral_gold_minute_10,neutral_gold_minute_11,neutral_gold_minute_12,neutral_gold_minute_13,neutral_gold_minute_14,neutral_gold_minute_15,runes_minute_1,runes_minute_2,runes_minute_3,runes_minute_4,runes_minute_5,runes_minute_6,runes_minute_7,runes_minute_8,runes_minute_9,runes_minute_10,runes_minute_11,runes_minute_12,runes_minute_13,runes_minute_14,runes_minute_15,hero_damage_minute_1,hero_damage_minute_2,hero_damage_minute_3,hero_damage_minute_4,hero_damage_minute_5,hero_damage_minute_6,hero_damage_minute_7,hero_damage_minute_8,hero_damage_minute_9,hero_damage_minute_10,hero_damage_minute_11,hero_damage_minute_12,hero_damage_minute_13,hero_damage_minute_14,hero_damage_minute_15,tower_damage_minute_1,tower_damage_minute_2,tower_damage_minute_3,tower_damage_minute_4,tower_damage_minute_5,tower_damage_minute_6,tower_damage_minute_7,tower_damage_minute_8,tower_damage_minute_9,tower_damage_minute_10,tower_damage_minute_11,tower_damage_minute_12,tower_damage_minute_13,tower_damage_minute_14,tower_damage_minute_15,lane_score_minute_1,lane_score_minute_2,lane_score_minute_3,lane_score_minute_4,lane_score_minute_5,lane_score_minute_6,lane_score_minute_7,lane_score_minute_8,lane_score_minute_9,lane_score_minute_10,lane_score_minute_11,lane_score_minute_12,lane_score_minute_13,lane_score_minute_14,lane_score_minute_15,gpm_minute_1,gpm_minute_2,gpm_minute_3,gpm_minute_4,gpm_minute_5,gpm_minute_6,gpm_minute_7,gpm_minute_8,gpm_minute_9,gpm_minute_10,gpm_minute_11,gpm_minute_12,gpm_minute_13,gpm_minute_14,gpm_minute_15
261440616,0,Luo,72,Gyrocopter,Radiant,Ranged,Agility,Rattlesnake,bot,1,tri safe lane,solo hard lane,4,10,19,25,33,36,43,55,62,67,72,76,76,76,85,0,3,5,7,7,15,19,19,19,20,20,20,20,20,21,2,3,4,5,5,6,6,7,8,8,8,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,37,37,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,258,258,1565,2149,2225,2749,2749,0,0,0,0,301,301,301,388,388,478,478,503,600,600,600,4,13,24,32,43,54,65,79,86,93,92,108,111,103,113,270,304,363,364,430,390,391,417,413,400,391,403,396,373,392
261440616,1,LaNm,88,Nyx Assassin,Radiant,Melee,Intelligence,Rattlesnake,mid,1,solo mid,solo mid,1,7,11,16,21,24,27,33,33,35,35,35,38,38,40,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,5,6,6,7,7,8,8,8,8,9,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,0,0,1,1,1,1,1,1,2,2,2,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,172,328,646,751,1071,1176,1371,1491,2431,2431,2527,3126,4083,4524,4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,19,25,31,35,40,47,48,50,41,49,57,61,63,113,224,295,297,354,328,310,318,317,302,282,284,290,301,292
261440616,2,Kabu,29,Tidehunter,Radiant,Melee,Strength,Rattlesnake,bot,,tri safe lane,solo hard lane,0,0,0,1,1,1,1,1,5,9,10,10,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,4,5,5,6,6,6,7,7,7,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,147,202,202,202,202,202,202,202,283,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,218,218,218,218,218,218,375,375,1290,1290,1447,2229,2229,0,0,0,0,231,231,231,231,231,231,231,231,231,231,231,0,0,16,17,19,19,19,19,23,27,21,21,32,28,29,104,90,230,202,229,204,206,197,203,208,200,190,212,211,210
261440616,3,Icy,55,Dark Seer,Radiant,Melee,Intelligence,Rattlesnake,jungle,,jungler,solo hard lane,0,0,0,3,5,5,7,8,13,16,25,25,28,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,4,4,5,5,6,7,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,250,479,479,479,675,785,785,785,785,785,785,937,937,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,94,289,292,292,379,379,394,684,799,799,799,1774,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,11,15,17,21,26,27,32,36,45,35,42,44,46,152,200,235,228,269,269,268,250,254,249,270,254,269,273,266
261440616,4,Sag,3,Bane,Radiant,Ranged,Intelligence,Rattlesnake,bot,,tri safe lane,solo hard lane,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,4,5,5,5,6,6,7,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,87,87,124,124,219,219,219,219,219,219,219,219,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,540,540,540,1326,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,10,10,10,88,132,117,116,160,162,150,140,179,169,160,157,170,178,172
261440616,5,Goblak,90,Keeper of the Light,Dire,Ranged,Intelligence,Quantic,top,,tri safe lane,abandoned,0,0,1,1,1,1,1,2,2,2,5,6,6,6,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,5,5,5,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,4,4,4,5,5,92,176,246,323,323,323,323,323,323,323,323,323,323,323,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,37,262,300,300,1500,1500,1725,2087,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,7,3,3,16,17,18,13,13,167,163,174,169,150,138,129,128,146,139,159,156,150,152,152
261440616,6,Funzii,13,Puck,Dire,Ranged,Intelligence,Quantic,mid,1,solo mid,solo mid,3,10,14,20,25,29,35,41,42,46,52,57,62,62,67,2,4,6,7,9,11,13,13,13,13,13,13,14,14,14,1,3,4,4,5,6,6,7,8,8,10,10,11,11,11,0,0,0,0,0,0,0,0,1,1,2,2,2,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,255,413,678,897,1188,1299,1353,1466,2023,2023,2916,2916,3658,5876,5876,0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,6,15,12,20,30,36,45,51,66,70,96,103,117,152,157,212,296,279,291,290,284,293,301,321,314,354,350,346,389,384
261440616,7,Sockshka,81,Chaos Knight,Dire,Melee,Strength,Quantic,top,1,tri safe lane,abandoned,3,9,18,25,31,38,43,51,54,60,64,67,71,71,75,2,3,9,9,10,11,11,11,11,11,11,11,11,11,11,2,3,4,5,5,6,7,8,8,8,9,9,10,11,11,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,469,778,1156,1156,2971,2971,0,0,0,0,0,0,0,43,43,43,43,43,43,43,43,5,12,27,34,41,49,54,62,70,76,95,98,102,138,142,204,274,343,350,348,356,348,362,354,352,377,385,375,423,422
261440616,8,Silent,91,Wisp,Dire,Ranged,Strength,Quantic,top,,tri safe lane,abandoned,0,0,0,0,0,0,0,0,5,6,7,8,8,8,8,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,1,2,2,2,3,3,4,4,5,5,6,7,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,0,39,39,114,153,153,204,231,294,294,294,294,321,321,613,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,27,182,935,1103,1365,1710,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,10,12,22,29,32,32,32,75,94,88,104,106,100,104,104,132,131,143,158,154,168,182
261440616,9,7ckngMad,53,Furion,Dire,Ranged,Intelligence,Quantic,bot,1,solo hard lane,tri safe lane,0,0,0,0,0,1,1,1,2,5,6,12,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,4,5,5,6,7,8,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,0,45,164,219,380,447,547,582,582,582,761,761,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,95,95,95,95,105,152,152,175,175,405,562,588,1088,1088,0,0,0,0,6,6,6,6,6,6,6,6,6,331,331,0,0,0,0,0,1,2,2,1,4,12,19,9,23,23,75,75,75,86,108,123,139,140,176,182,193,205,223,239,255
261471219,0,Goblak,52,Leshrac,Radiant,Ranged,Intelligence,Quantic,bot,,tri safe lane,tri hard lane,0,0,0,0,0,1,1,1,1,1,1,2,2,4,5,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,3,3,4,5,5,5,6,6,6,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,2,2,3,3,3,4,0,0,0,1,1,1,1,2,3,3,3,4,4,4,5,0,0,0,0,0,0,88,88,88,119,119,119,238,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,511,750,1004,1004,1384,1488,1488,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,3,8,-2,-2,0,0,13,16,16,16,9,9,11,5,75,75,75,75,75,82,94,131,134,158,151,150,153,154,154
261471219,1,Funzii,31,Lich,Radiant,Ranged,Intelligence,Quantic,top,1,solo hard lane,solo safe lane,2,5,9,12,16,19,21,25,30,30,30,34,34,39,39,1,1,1,1,1,3,3,5,6,6,6,6,6,6,6,1,2,4,4,5,5,6,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,66,66,66,66,66,66,66,66,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,176,665,1116,1116,1368,1778,1778,2460,2460,3040,3040,3040,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,11,15,21,26,29,36,42,34,34,30,30,35,26,171,185,205,208,224,231,221,226,234,218,205,212,202,217,208
261471219,2,Sockshka,18,Sven,Radiant,Melee,Strength,Quantic,bot,1,tri safe lane,tri hard lane,1,5,9,13,16,16,22,25,25,25,32,35,40,50,51,0,2,3,3,3,3,4,4,4,4,4,4,4,4,4,1,2,3,3,4,4,5,6,6,7,8,8,9,9,10,0,0,0,1,1,1,1,2,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,428,428,780,1167,1433,1995,1995,2238,2238,2238,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,24,142,1,7,12,25,28,28,37,52,61,71,83,87,92,102,104,120,186,207,275,261,230,246,282,285,289,318,314,311,327,333
261471219,3,Silent,91,Wisp,Radiant,Ranged,Strength,Quantic,bot,,tri safe lane,tri hard lane,0,0,1,1,1,1,1,2,2,5,5,5,5,5,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,4,4,6,6,6,8,8,9,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,0,0,0,1,1,1,1,3,4,5,5,5,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,285,285,285,285,876,1013,1450,1786,1994,2330,2330,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,16,108,1,2,3,8,8,8,8,17,10,24,34,34,25,25,36,75,75,90,124,114,108,103,124,128,164,181,195,186,178,195
261471219,4,7ckngMad,55,Dark Seer,Radiant,Melee,Intelligence,Quantic,mid,1,solo mid,solo mid,2,8,12,18,21,25,31,36,42,42,43,48,55,56,56,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,6,6,7,7,8,9,10,10,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,75,148,148,148,148,148,148,438,647,647,647,797,939,0,0,0,0,0,0,1,1,2,2,3,3,3,4,4,50,474,730,814,1207,1257,1773,2060,2060,2858,2858,2858,2858,2918,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,14,22,26,20,20,26,34,44,47,52,59,62,62,164,254,281,314,292,287,295,294,301,332,332,328,333,329,321
